学生ID,综合GPA
1351e2a8ee9140935e5e,3.6802028185660394
6dfd920349b8a916ac22,3.5900963381658872
2180875a7b5c7dda9718,3.5050222928347186
ef1a837655081da642e6,3.5898683415230668
8890952ff9a4e20993c9,3.330775681189829
ed1f9062e86a79c7a2af,3.5996347160863653
1cf7548cc40b0b79f64e,3.3165972580921395
031bd3bb008fb4f2c112,3.560860121879495
fefcaf838ab0e8212dfd,3.2863679400770085
9168ab8d7845669a2127,3.4944987568911703
f101cb94b348c2205ad6,3.5054441139268366
b16b6ed24e53f9fea4dd,3.6264220016858477
e8ee570ea57f4b778139,3.6545613865645183
5bb54454cc5efad653b9,3.516311844443061
9222399166e4c44b283d,3.2525693583698345
7e059d4e198ccf274add,3.499609287706159
6bda9c2b8a031cfe4803,3.4948250282808946
2d9baf59b9c182420aef,3.461253824722059
daea515547958f68fe05,3.521331177745873
093ca7c821652c08240e,3.392333973149386
38a0e9d389400ae2c264,3.409581748294153
424f122d6bbaf7c74875,3.611810054575068
12e5361247ada675ad0b,3.441760682378737
f7526c4b0544a70f581e,3.480459408695191
a4aa551a9c98177255e3,3.458991393339085
e3d01867f48e5ecfd3d2,3.557734669151211
fa7f80a5d945943e12d6,3.179445830156846
304492d18a311aba8111,3.68667356043448
426ad57c0a9a3222c1b5,3.514134013187453
b666761dd6fc0c0be18d,3.299160824105167
7bbb8eea0dd7d0de5a59,3.269160820758538
adab9018092caf697aec,3.629666371559262
ffc348c87d06e6408336,3.532713947986162
69a2186136e1155f3c1c,3.25575797565312
62f22a4e6b783dcebfcc,3.29648372431887
276ba370b101f605b53a,3.7925712220483607
6f7347f6eed315786869,3.727334693299719
93f11e5c0bf33b5248ff,3.641151464062313
34f0c17b7a9f78536dbd,3.363027300863445
5d78924134f8a62a8cb2,3.490280978191999
6aa9b40b0892845670c3,3.224427888682891
cc637c88352211aaecc9,3.082609983803815
9bfe7b6e13443cc7346c,3.474255594761127
7b66b76aac857824b75a,3.5714809897142406
311061291a8a0d341365,3.850688557858115
44b53c165b6aa2ccd535,3.0592449124167107
