学生ID,综合GPA
1351e2a8ee9140935e5e,3.6685657322522363
6dfd920349b8a916ac22,3.4788351280246594
2180875a7b5c7dda9718,3.4528727078480927
ef1a837655081da642e6,3.6192820404821675
8890952ff9a4e20993c9,3.3443106289822695
ed1f9062e86a79c7a2af,3.5941849222009616
1cf7548cc40b0b79f64e,3.167624762304195
031bd3bb008fb4f2c112,3.49561154970927
fefcaf838ab0e8212dfd,3.212621013692023
9168ab8d7845669a2127,3.4779818220616856
f101cb94b348c2205ad6,3.437984587377759
b16b6ed24e53f9fea4dd,3.5096793506149178
e8ee570ea57f4b778139,3.465356746150728
5bb54454cc5efad653b9,3.443077569874426
9222399166e4c44b283d,3.1840643693568764
7e059d4e198ccf274add,3.3329519823942486
6bda9c2b8a031cfe4803,3.5166435178300417
2d9baf59b9c182420aef,3.340548080795431
daea515547958f68fe05,3.506182017218461
093ca7c821652c08240e,3.341569082060354
38a0e9d389400ae2c264,3.4154549293458807
424f122d6bbaf7c74875,3.43388962235533
12e5361247ada675ad0b,3.5684746261047002
f7526c4b0544a70f581e,3.382054812938628
a4aa551a9c98177255e3,3.399739051826852
e3d01867f48e5ecfd3d2,3.5246038480545976
fa7f80a5d945943e12d6,2.9655636085265162
304492d18a311aba8111,3.6461322309855126
426ad57c0a9a3222c1b5,3.5132487238447188
b666761dd6fc0c0be18d,3.24987079355572
7bbb8eea0dd7d0de5a59,3.2559687041639376
adab9018092caf697aec,3.5984738387701434
ffc348c87d06e6408336,3.48539291228283
69a2186136e1155f3c1c,3.229277858245428
62f22a4e6b783dcebfcc,3.2376907700261506
276ba370b101f605b53a,3.6163850021422954
6f7347f6eed315786869,3.5626007432468385
93f11e5c0bf33b5248ff,3.6295835091754296
34f0c17b7a9f78536dbd,3.356781485650432
5d78924134f8a62a8cb2,3.458281048951879
6aa9b40b0892845670c3,3.30813946246254
cc637c88352211aaecc9,3.070788024016187
9bfe7b6e13443cc7346c,3.3874087887406628
7b66b76aac857824b75a,3.5544244408338526
311061291a8a0d341365,3.4240079396436536
44b53c165b6aa2ccd535,2.875307143370725
304d8513b85b2c35210e,3.483616530005342
8769068b2c46220454c4,3.4451524520694883
bc29208a3bfd2ea49d2c,3.595956473252936
4ba3813bf8bd5d313590,3.454124715915558
b20b5976497a1ffeebe6,3.6493242417450653
75ace52f4f0b7823d978,3.4850243566447108
dcaab860589bdf558a95,3.285828694489034
d4b4d0d3f0b9f12ad853,3.5116234483446225
591be0bd000288c3d4b6,3.688177917809092
9da36a4e77afa0c9f60f,3.385150412325068
7b7f9fc08d73390cc657,3.605661786716275
171a6bebfc01a134f2e0,3.4225777040424243
40dc29f67d3a0ea205e4,2.35815726
5d3c194be290f2c96d77,3.507321112811231
4fb57d342dff7129a443,2.7927463952341163
8dccb5cd67bdc8cc18cd,3.2697698205049996
1fd103e8be8beaf4b38e,3.621637822320244
40b1a18c6ace2fef73a2,3.1123256911233628
78b5f15022b9debd33e4,3.297907291533756
9bb5593589a9cf2ebb47,3.537766132210091
61576e7b94178311e67d,3.2477670370795324
105afdef86e986ef71fc,3.1847673547045274
71e36ceb820c052c9e79,3.5567366179885838
6769267e12182afa549a,3.571721274301046
7aea3090c4e2934cf740,3.428826104334704
e745d03ea97e80b218d9,3.4955673531851224
180d0eb23bebb3beeeba,3.2255293717071223
235a38131ca4c3b83ba6,3.3435942980654216
7940328321deeef0cf0b,3.6569350460046643
eda94f427518b218ca92,3.3894408845672688
8993df6c2e410dbdb754,3.3856461190235208
598a18338c72fa41f2ce,3.4348445160011027
762a0e7f473488afd977,3.367313366668212
366960eca914f11a9ca9,3.1084970972155084
6058363b49731b7b47d9,3.4762374927302626
3608b9cfbdb821ac0ae5,3.4628001828806405
4719ab8e0d1c1381f1e2,3.6685066943828795
3d5ec8b2cdf122ef075e,3.496963499491354
ec26dbc067bbaf6b079e,3.270383941887395
d0ea71633b479a1528d3,3.2617109361580643
e692478d4822fc13d931,3.4090138767184723
971e495b8a2ee5afcf6f,3.2710777265681386
dbe83b6fbc611a84cf78,3.418911662149
3e2855149848b6774a19,3.3524660160130773
e45f891a35ec8e66d989,3.3793865992743535
a56700354881812b5bdd,3.5039410554213446
1533afb2e9e8c7eb8695,3.509244628306481
c7948f13ae58a2730aac,3.4471113682210803
1987012dd922c70ad4ea,3.4153500975530964
b064d21a1047602daa99,3.6378811938181363
0b6bcfd90c44170bf15e,3.3946651599187354
d7082bf936d2888127d5,3.3824211585464696
9fc2660d7fa7702a402b,3.4678693875231574
c9892c6a398228184ad2,3.59706088914918
36a656a616bd218786fe,3.4636094475091572
77b0ad43dca15956c73e,3.5243488929036952
15dea2af09370689dba0,3.1366207971139297
fdba8a1cadd7d4ad8cee,3.217467118653586
315c1a6f0c46fe4273cf,3.3718293878798202
13d1d97002aac017e86a,3.225796552272365
de24917d671e95a1e9dc,3.5192176001105366
1aa79a09e52026162d81,3.358178082687583
c1a9ab9f2fc95af22f11,3.3834211547387203
ebe7fc2af65b482c3089,3.354232061452874
d707d60f59dc3b3de193,3.4400739529844198
dc229a85d700b2066dd0,3.258313732259734
caafdc2679c2c1d5e039,3.3167334899130227
6278435d824ee73328e9,3.642649968282297
ee37bbf05ae6ba5354a6,3.2400451549157103
bcbdf7054df36f10beb9,3.5075334921765005
8cb45f6ff0bad82debea,3.5093595850465737
ba18c4b2c87bdacbc21b,3.5220271871664557
e57ec6a60e7f1b03ad19,3.4779556445507946
be83251c1929f081651c,3.3014033802847513
fa035e495f1f264228f3,3.48744966462784
1b8fecce8e3dcae0a726,3.1834669646759344
1a4f62530f7ce28493c5,3.416790046307861
a3e0244d7ee96bd83a72,3.3308819744525464
174d9191bf59551e7bdd,3.4225894677630753
60efbd4537f2bb81156d,3.6709534163284716
cc0e9ff799108dff607e,3.553264275954683
c8b888c1efb6cbaf6cf2,3.3934787622760436
993b38232a9efe7e537c,3.375676438462054
cfcf83a4bd8e8ffc3352,3.528665833023291
7eca82a2a35ba641f1a9,3.584222914238124
1baceefd07e1e42dbf5c,3.3895086843257407
165c0d283fd88a23e4cd,3.6636116890857573
ec236ed18a239566e3af,3.448289532881554
6d0a23970d36a81787a1,3.283002142565685
233291772cc6702282b7,3.5767262105623723
44104ab93bf0e4794243,3.27176526297206
be89da9c65dec5759141,3.3931267237955995
e8a82075a1d20e16a2d4,3.2011002985800374
2e34742c3fcc3e4d0abd,3.5760938382136924
e5be8f33b7793d1cce91,3.5406311255978657
1d9259cb2748fa4d9d40,3.422829022427035
f3d83da198e1559b916c,3.5178442279774145
648b43e9f93ff2b3c45d,3.250362893121531
0788335bad50c0d09f26,3.131562266967937
6c1e01fc766e3ed6479e,3.529298705718732
cdebe3a77558226036b1,3.554069833076377
ddb6a84a4cb58ac6e9db,3.543865748263983
272dab9028a1ef1b2af2,3.315555121179989
1b8c0e08d66e1c2cc010,3.4562475698712043
07d4c193d72f5d600024,3.4549785404075037
83a0b0241400892b2769,3.6371717817603835
f95a50f29791321adcaa,3.2227103763538056
c6c4b0142324af7d98ec,3.4158348609175566
1a7291f3e32618405c80,3.480423345385486
7da5042c4a30c99d69ba,3.3565524724881475
81602a9ce7ef395a9abd,3.389197185669877
b4c16c4421abcfbd1e9a,3.4101296776835093
487b05b788e8bdf04254,3.5003734690359503
9d2e09326d3f5997dd5c,3.0461798181809345
83c8ce6c5a021ed4609c,3.545495344072963
b080c79fae75f4bf9955,2.989060439665678
eafa729e12752eb69237,3.571990148280898
cefb6687a634158f6b28,3.5243735992642047
79f938852a6a1811d8ea,3.4277803525395085
2e4e02158c044e157fcc,3.5112832764762048
903fc6d6ada3f45a92e8,3.4591610107595874
5458937d7413a54ffe92,3.3979380587568735
e37cdcc74b28c66bc16d,3.3509548014165533
7777fd782a9c95c79180,3.3832190185941475
e43af9481d6393401c47,3.470644792624407
5609ad8cda829dc490d9,3.453398781697978
c052561b89e4bfc26e27,3.392666563511776
83d57c8614e71301db72,3.620466505233994
ce460dfd8ceadfc44f74,3.605018331956565
9ed82b9d66fdd43e6d29,3.0668971201253483
5abad4114e4ebd22b0d2,3.5807949358609608
2cc8f49e78ba0c18f30e,3.4409788341541985
cafe096c55b17fe6c2e9,3.377321200956478
c37788c1f7c58bc27ece,3.367667620456267
ff94103dac5fa9ecd598,3.462562144263685
dee06e834b29bafcb6d5,3.409363677107599
0a4f6df146781522d08f,3.280775565910187
7099c17dbdf5fb8dab3b,3.5571520671167134
42959b2157ce578fd46f,3.4922744054848986
ec97cf332f1a1e23e8af,3.055531957721492
61615d0f5f745d43a528,3.447943303915564
5dd10c8ed7eb1f0e2d38,3.1878670644462184
8849b54225417720f3eb,3.1437054182795614
a0ef5c59dc2e04a8227f,3.317556736172468
9cbb8f8b9b85b4ea12cc,3.4109329186090114
b7dda1219d73bb6052ab,3.3010648571310113
5667c0be63e1bccfabcb,3.2889800798270716
0c049c825be79fbe455f,3.5331440653194557
46a3baab0bcb5614f371,3.446616980623057
27067bf485dc55fffb9f,3.529223788029156
4eab811eae008da7e033,3.5885131244490425
6a00afaa904f440e40f1,3.248721653926441
1fdfeac7960cb20a1be8,3.4527118210767274
b400c00cc2ec66605733,3.1754641527797687
4fb6a61d2a2763cf63ea,3.1196789652699617
ad260c19524b3ff27bff,3.5970427557518354
9204bf1ce25122be996b,3.4089661987546758
5a5ce86b24bfeee71941,3.5909669660930095
7434208c8c1dfd130338,3.4723739463651095
8ade6f601a9ff85b018e,3.3685461891219757
ed8a7ac6f3a5cc948503,3.376194515642373
921ccf49fb22f524f1ba,3.4837938126896497
a3fb51c7a4cde511bb07,3.7352717241796918
224d8ad3706004371745,3.6473560485510372
381368270ce95cfe7137,2.739986822216196
57e5ba403b1fa28a0f32,3.6836064468578567
4fa41199d9d7d06541f3,3.581795769555445
a431552bab12698c060b,3.557529178455253
6ea836e113481a6d31b4,3.2674164295951384
177e7cc61a51c3423557,3.278266222414007
38c5f23ba5ab9af61ef0,3.5983203799453007
c0ce617a369d73cd8287,3.4357371748653316
363fdc4adf8c017134c3,3.2704594895569987
f5a99c3a428e4c8b8a2c,3.3254280279927673
9ee0c53bbf4725b7db16,3.450287272139507
a920f1afa7eb4137afd4,3.1499579920974035
a664e29517516a3c4f09,3.4070269698315205
ddd4817d64e4f293ab63,3.01399268105509
a04dbefdee9ac7a1474e,3.5105613654457497
39e121625eb22e9ba94f,3.4511486475793487
0f75a0a58d362b6149b5,3.7643023562646842
9b67634199dc5d079bcc,3.4166685766001796
bd8be77712babdf32d47,3.59130876096859
49942f704cab223ad744,3.134897964663207
f37b987c09fc29c371d7,3.422748742824491
96f75c38590c7a634cd9,3.5249664189857723
14abdf42c752f895855a,3.595013569804233
38778da38725c24e9847,3.4767163052894268
45ab8dec3b44b6a76c18,3.153247264886731
a514d77d0fb6cd72628b,3.4739795387825465
a894b013997dfa7e4b3d,3.3629358370355074
aa44ed5ec019ec5cc6cc,3.388081708391502
9e6ab71ff13cc711b6df,3.183368885950895
88ea1cfbfbfe7341d6a9,3.638334113765726
36196544e7e856e4f03e,3.3085670873982074
eff414ce4de5a363c26e,3.361793545335312
da1e7a1c326ebb11f042,3.131439695912708
1d7b89d433bb18d82a60,3.6500317045270516
8fec54ea2a73f93c913c,3.304852194225091
ad790932568430fab70f,3.5268599930765667
f42d1caeed8abcbd79c9,3.8673888815805566
bdb11c6c1308f6818ea1,3.404193076681065
78c52f9dcf16d7ef0310,3.484818528112168
f89c0ea6409d7c84af57,3.450215236611894
eef070082f73d708403b,3.2322033246067754
8f1f8ffcd824d2406fe5,3.5902382749128487
4c5ffed52f4b80c2ff6b,3.2173903389723395
9be047edc7b15263595e,3.407309784958461
c32d20cbc794d1557be1,3.4515399391258774
77e2a12fad3580d54c29,2.7823372824753014
46b37dda4230238ea4be,3.5035640537373602
9afffb2c06290031fbff,3.1369176807085877
6469f30a0e88f18dce5a,3.3729854022221226
b7c0edebd1477a321388,3.366399367763197
30a47a2c33bed8d07e8f,3.171820947122869
4120df246b4260a8664c,3.3054626658490904
8d84094153c2bd440420,3.1864320770569834
efee69d692718b4aac3b,3.1810214577118088
4b3c0b97b41e9ca6564e,3.530703205100998
3c671cad5cdcedf4e17a,3.4081581807445462
69a5e8d2d5d334efc966,3.631729781644115
eedd7249ec50894fd6a2,3.527670724315906
17e1fe44e1e434acb53a,3.3660990579744547
eb89c6c26f3fb8475a5a,3.5908105624407054
df653ebd6b8742c6d76e,3.293948742414272
c54c17d1037b611818a1,3.4244964521931527
c19e3c472048c98713dd,3.407245972415144
e8e1866a8631bd3df2b3,3.610289182731918
018e7fc065f7a259447e,3.439168423195835
f4c248938ecc564a6771,3.400133137555169
6eca7ace99961972e701,3.4993208864112093
cfe0a4015846c981c0fd,3.6994446428416627
54b6ae733b959e446880,3.4153721604730904
a6587d41eb91ef44699d,3.2970257457589494
5d7dfd30d947e9bf0a34,3.101046014350648
25aa8f34d21bf22eb1da,3.371701347597036
dd5bcb9d623d160daf0c,3.5429932052122735
bfe481414d45fd350119,3.378345474135202
ee47a4354776d45a6363,3.3746254649890033
b3e77ebec7658ba050b3,3.584804406835987
c85db3a03073ebf7a0fb,3.5167431703416496
fa79e24a5712fe3d63e1,3.177224995021947
6a9d2e6a225d33ee5d69,3.3479042674812534
1f18f00013d278d5dd77,3.3064394009304414
dd43f702747d83a73933,3.200106129339548
f01943e997c81974c55c,3.423147206002238
a4708466bb888bea4658,3.461301965293749
990bc71f39c4eda9c842,3.6222137493949296
56c8361d710003ea5f31,3.5640642638884152
0def1b62b9b182f57657,3.356198686948569
9e12b7989962db711a17,3.127472642711116
e965445fec77a1d27e09,3.1271052470718383
7da8bf3ae1956466304a,3.5535148815834474
3572437d2d07d19a93ea,3.2602318783293787
24322820eacbbf98b168,3.4893943459891883
5799f5bdf72ef887cfce,3.311988914236695
00ac947481ed48b8a995,3.37851615071329
214fe9703a8173978c54,3.5112085310968153
0534f62633cbac0203e9,3.415540276326042
dec9951029aa7375bc4a,3.659167024246647
d32c087d2e558852bccb,3.1865219922638586
27ead5e3639ef67906d5,3.0878295422252298
eaece3e617d5fc3a149c,3.5265135448271088
4cf94c5ef2dfb234b603,3.59751794298926
d4f7cf5df427a2b4ca46,3.3388966631518824
de0be9bcc3a0f4208e5b,3.5562914477295426
fe81af6db0c073e6a614,2.9997291532471553
819fdf90d3263634feef,3.3947821713594903
c2a9e3594dac80ab8d23,3.359921774065293
79e8d43441fbf4dfa4ee,3.5619993888905674
116b85e78f159318d5c8,3.1366547919506287
b84a04f2b4641b5d5186,3.489834312942115
4cbad46db7a5ac6c0d6a,3.082203607176149
54dfa54530da9ed5dcaf,3.467362240056101
365dd7700b146889fd5c,3.573372885652591
8cf127b1d5872ae68ebf,3.2412668007769123
2654c1e71ef965a9e6bf,3.724961124283737
3e68ec5db47319caec20,3.8076264423047097
7fddbfed1f9611218ca0,3.38452728734278
39b682082c037ebf0f3c,3.4396879787272603
06dc77fa497029d79167,3.559527805388316
7a17ea085bfd13fd8fdf,3.5313911997816683
da2504e2b91fb12bd273,3.502103709979983
883472baf3281e524be4,3.4469494095436337
f408cdaaab80e32c2ea7,3.6539124391357647
f6fde30e8584eb831f9d,3.4748857117644785
76e99a9f853a598af4c2,3.3371433380383615
b3dc53cb21bbe29941b5,3.009699715027734
7a27872dfeb1e04e3b16,3.4499318745465497
f898009d37d4bedc8fa0,3.5440064711399475
ceb8293684d72956352a,3.3384954189437974
f5b512de624689005f63,3.3053488027561406
586b2dce9eb414a2c798,3.2720278357999892
5eed49f8da5d8c7f3156,3.4204162098328945
5553c803807302ee9c54,3.5053773943375854
c182cfa14e7ef9cc0cf9,3.5189267272605167
670a1d71403643a36a27,3.410422900615178
853c21d29aef590fb60e,3.276730403827754
fb5c136df18019dedade,3.5953687415058124
4c4eab2257c86529334f,3.502351397466926
f58cc97c3c28bbfc5e3d,3.2465729519751974
71b640d27e235529dd7b,3.580682515615116
a3c736f2c9e29ac0c17f,3.4734963535149492
a4f07d6c51b056bd03b4,3.2621434300986634
6808f9483c81c635ec89,3.5526111346573197
84ec1c5a73d989c41058,3.3849943171986925
9b80972a953accde6037,3.544360694928601
b090556b871d559f2c71,3.389133005885561
5c6822efea850f8b35eb,3.5002192311823612
cb659d393592da8a44cf,3.396196371679597
c674234997de41661780,3.311079482830374
f7b108ce9453de58aece,3.295570576961898
bea2315b5f8a09c2e5f3,3.3767286137611943
09d5f083377c94d891d9,3.548375867734304
43b7324d4e638fdf8ace,3.2972871072544265
1382fb5159732f679427,3.242645485168936
af43cbd46c7540b52923,3.2959681582338756
406ecf6de9d300aff061,3.4576203446089573
074bdad509fd37fb2e8f,3.2413433253762816
1543c4afd5349c82c84c,3.512473782229723
759cb820e4dfc0cfc5ff,3.064641821048694
47517c99b979bf50dc5c,3.724621603759508
968e5cf2339bbeb797a3,3.48412267492829
f12fa2b5541b6ed38025,3.6805922341619763
2add5ba9822982049ccb,3.367667613074406
f7062710024d1a3763e2,3.6843314662650335
a1a0a69ce31335e27ca5,3.505044027076113
ffbe29138c49c71f6b4c,3.540728372717212
15ae5d869e369fdf461f,3.2164481806861294
428a8828967370d55f57,3.1419399400975307
c3584a61453acf6ef02b,3.350234182622987
9800c3836698cbe49be2,3.1026142028367203
c077bc44687aee937b06,3.4596368811837537
6b3341bd593a45c087da,3.502312293210907
a722302597ec29666326,3.4933903724975646
172d7f82546805986fe8,3.272494781887682
6b583822912aaf2879f6,3.2819680571736773
b7c207ebc3847ba5875f,3.6253088426051447
c26fc7dd8f72424216f6,3.601013475888315
2b43531d65c70036e0bf,3.267446796540034
71f2b702d98659ab20c5,3.1215585380431388
c26a933d6f80ce6f72f9,3.1755801352729853
399718be25cca7844000,3.461651578051161
48ae946346d3365d7626,3.167670003804822
af4054b2ec94f7f8aa17,3.2126198232951757
0f926c1c11224ba85d4a,3.6250252216082317
