学生ID,综合GPA
1351e2a8ee9140935e5e,3.586239814758301
6dfd920349b8a916ac22,3.356898069381714
2180875a7b5c7dda9718,3.325056552886963
ef1a837655081da642e6,3.4757657051086426
8890952ff9a4e20993c9,3.344867706298828
ed1f9062e86a79c7a2af,3.552856922149658
1cf7548cc40b0b79f64e,3.1762967109680176
031bd3bb008fb4f2c112,3.3341732025146484
fefcaf838ab0e8212dfd,3.2713608741760254
9168ab8d7845669a2127,3.8344826698303223
f101cb94b348c2205ad6,3.3911983966827393
b16b6ed24e53f9fea4dd,3.6276488304138184
e8ee570ea57f4b778139,3.424910068511963
5bb54454cc5efad653b9,3.6358776092529297
9222399166e4c44b283d,3.1277642250061035
7e059d4e198ccf274add,3.3325536251068115
6bda9c2b8a031cfe4803,3.7378907203674316
2d9baf59b9c182420aef,3.3976099491119385
daea515547958f68fe05,3.4725091457366943
093ca7c821652c08240e,3.4769253730773926
38a0e9d389400ae2c264,3.2108192443847656
424f122d6bbaf7c74875,3.4791078567504883
12e5361247ada675ad0b,3.5730202198028564
f7526c4b0544a70f581e,3.157405138015747
a4aa551a9c98177255e3,3.467327356338501
e3d01867f48e5ecfd3d2,3.5458903312683105
fa7f80a5d945943e12d6,3.3870246410369873
304492d18a311aba8111,3.72314453125
426ad57c0a9a3222c1b5,3.5130796432495117
b666761dd6fc0c0be18d,3.153442859649658
7bbb8eea0dd7d0de5a59,3.208174467086792
adab9018092caf697aec,3.5683860778808594
ffc348c87d06e6408336,3.373868942260742
69a2186136e1155f3c1c,3.1042113304138184
62f22a4e6b783dcebfcc,3.4022369384765625
276ba370b101f605b53a,3.416142225265503
6f7347f6eed315786869,3.5595860481262207
93f11e5c0bf33b5248ff,3.6069812774658203
34f0c17b7a9f78536dbd,3.5575222969055176
5d78924134f8a62a8cb2,3.361603260040283
6aa9b40b0892845670c3,3.1853036880493164
cc637c88352211aaecc9,3.3845553398132324
9bfe7b6e13443cc7346c,3.5896735191345215
7b66b76aac857824b75a,3.450401782989502
311061291a8a0d341365,3.32045316696167
44b53c165b6aa2ccd535,2.9825491905212402
304d8513b85b2c35210e,3.1900792121887207
8769068b2c46220454c4,3.5009958744049072
bc29208a3bfd2ea49d2c,3.4444022178649902
4ba3813bf8bd5d313590,3.4902310371398926
b20b5976497a1ffeebe6,3.583252191543579
75ace52f4f0b7823d978,3.592763900756836
dcaab860589bdf558a95,3.282809257507324
d4b4d0d3f0b9f12ad853,3.499574661254883
591be0bd000288c3d4b6,3.6991610527038574
9da36a4e77afa0c9f60f,3.3365635871887207
7b7f9fc08d73390cc657,3.680076837539673
171a6bebfc01a134f2e0,3.655195713043213
40dc29f67d3a0ea205e4,3.584083
5d3c194be290f2c96d77,3.3348774909973145
4fb57d342dff7129a443,2.950533390045166
8dccb5cd67bdc8cc18cd,3.368520736694336
1fd103e8be8beaf4b38e,3.4497265815734863
40b1a18c6ace2fef73a2,3.2172489166259766
78b5f15022b9debd33e4,3.178070306777954
9bb5593589a9cf2ebb47,3.6086201667785645
61576e7b94178311e67d,3.103639602661133
105afdef86e986ef71fc,3.3348147869110107
71e36ceb820c052c9e79,3.6671619415283203
6769267e12182afa549a,3.387510299682617
7aea3090c4e2934cf740,3.2647290229797363
e745d03ea97e80b218d9,3.4773972034454346
180d0eb23bebb3beeeba,3.3165385723114014
235a38131ca4c3b83ba6,3.3197827339172363
7940328321deeef0cf0b,3.3735270500183105
eda94f427518b218ca92,3.5518529415130615
8993df6c2e410dbdb754,3.350646734237671
598a18338c72fa41f2ce,3.4781670570373535
762a0e7f473488afd977,3.1549065113067627
366960eca914f11a9ca9,3.2067484855651855
6058363b49731b7b47d9,3.567682981491089
3608b9cfbdb821ac0ae5,3.345238447189331
4719ab8e0d1c1381f1e2,3.6355419158935547
3d5ec8b2cdf122ef075e,3.311877489089966
ec26dbc067bbaf6b079e,3.4364960193634033
d0ea71633b479a1528d3,3.2455241680145264
e692478d4822fc13d931,3.5383095741271973
971e495b8a2ee5afcf6f,3.342594623565674
dbe83b6fbc611a84cf78,3.5724105834960938
3e2855149848b6774a19,3.3933157920837402
e45f891a35ec8e66d989,3.506589889526367
a56700354881812b5bdd,3.3836770057678223
1533afb2e9e8c7eb8695,3.8584816455841064
c7948f13ae58a2730aac,3.3752756118774414
1987012dd922c70ad4ea,3.5214505195617676
b064d21a1047602daa99,3.5958051681518555
0b6bcfd90c44170bf15e,3.481350898742676
d7082bf936d2888127d5,3.483346462249756
9fc2660d7fa7702a402b,3.2598299980163574
c9892c6a398228184ad2,3.6100518703460693
36a656a616bd218786fe,3.3903021812438965
77b0ad43dca15956c73e,3.4362244606018066
15dea2af09370689dba0,3.473883628845215
fdba8a1cadd7d4ad8cee,3.4087576866149902
315c1a6f0c46fe4273cf,3.353501796722412
13d1d97002aac017e86a,3.069732189178467
de24917d671e95a1e9dc,3.6883060932159424
1aa79a09e52026162d81,3.4178669452667236
c1a9ab9f2fc95af22f11,3.4064338207244873
ebe7fc2af65b482c3089,3.317049741744995
d707d60f59dc3b3de193,3.4044604301452637
dc229a85d700b2066dd0,3.3516016006469727
caafdc2679c2c1d5e039,3.3279058933258057
6278435d824ee73328e9,3.471818685531616
ee37bbf05ae6ba5354a6,2.997365951538086
bcbdf7054df36f10beb9,3.515808582305908
8cb45f6ff0bad82debea,3.6416566371917725
ba18c4b2c87bdacbc21b,3.4718363285064697
e57ec6a60e7f1b03ad19,3.6234283447265625
be83251c1929f081651c,3.4373602867126465
fa035e495f1f264228f3,3.432955265045166
1b8fecce8e3dcae0a726,3.080920696258545
1a4f62530f7ce28493c5,3.579633951187134
a3e0244d7ee96bd83a72,3.4576148986816406
174d9191bf59551e7bdd,3.4143929481506348
60efbd4537f2bb81156d,3.406552791595459
cc0e9ff799108dff607e,3.7364535331726074
c8b888c1efb6cbaf6cf2,3.4524195194244385
993b38232a9efe7e537c,3.4681777954101562
cfcf83a4bd8e8ffc3352,3.302255630493164
7eca82a2a35ba641f1a9,3.502382278442383
1baceefd07e1e42dbf5c,3.2589941024780273
165c0d283fd88a23e4cd,3.7338898181915283
ec236ed18a239566e3af,3.3433098793029785
6d0a23970d36a81787a1,3.514880657196045
233291772cc6702282b7,3.5850167274475098
44104ab93bf0e4794243,3.707576274871826
be89da9c65dec5759141,3.5424585342407227
e8a82075a1d20e16a2d4,3.2114830017089844
2e34742c3fcc3e4d0abd,3.548292875289917
e5be8f33b7793d1cce91,3.587651252746582
1d9259cb2748fa4d9d40,3.253237247467041
f3d83da198e1559b916c,3.476144790649414
648b43e9f93ff2b3c45d,3.1611993312835693
0788335bad50c0d09f26,3.1039509773254395
6c1e01fc766e3ed6479e,3.4258358478546143
cdebe3a77558226036b1,3.570545196533203
ddb6a84a4cb58ac6e9db,3.6917312145233154
272dab9028a1ef1b2af2,3.4226725101470947
1b8c0e08d66e1c2cc010,3.5665550231933594
07d4c193d72f5d600024,3.2035295963287354
83a0b0241400892b2769,3.677600383758545
f95a50f29791321adcaa,3.3343119621276855
c6c4b0142324af7d98ec,3.506917715072632
1a7291f3e32618405c80,3.541346788406372
7da5042c4a30c99d69ba,3.4039618968963623
81602a9ce7ef395a9abd,3.535212993621826
b4c16c4421abcfbd1e9a,3.505075454711914
487b05b788e8bdf04254,3.4482882022857666
9d2e09326d3f5997dd5c,2.9231929779052734
83c8ce6c5a021ed4609c,3.56972599029541
b080c79fae75f4bf9955,3.2622203826904297
eafa729e12752eb69237,3.287034511566162
cefb6687a634158f6b28,3.528585910797119
79f938852a6a1811d8ea,3.4538373947143555
2e4e02158c044e157fcc,3.5780558586120605
903fc6d6ada3f45a92e8,3.4980363845825195
5458937d7413a54ffe92,3.2058122158050537
e37cdcc74b28c66bc16d,3.4838736057281494
7777fd782a9c95c79180,3.4724156856536865
e43af9481d6393401c47,3.4636807441711426
5609ad8cda829dc490d9,3.272487163543701
c052561b89e4bfc26e27,3.4547038078308105
83d57c8614e71301db72,3.4751548767089844
ce460dfd8ceadfc44f74,3.67510724067688
9ed82b9d66fdd43e6d29,3.230289936065674
5abad4114e4ebd22b0d2,3.6351122856140137
2cc8f49e78ba0c18f30e,3.5227532386779785
cafe096c55b17fe6c2e9,3.4920244216918945
c37788c1f7c58bc27ece,3.3373947143554688
ff94103dac5fa9ecd598,3.6969382762908936
dee06e834b29bafcb6d5,3.673043966293335
0a4f6df146781522d08f,3.1287970542907715
7099c17dbdf5fb8dab3b,3.572957754135132
42959b2157ce578fd46f,3.323305368423462
ec97cf332f1a1e23e8af,3.1226634979248047
61615d0f5f745d43a528,3.3563709259033203
5dd10c8ed7eb1f0e2d38,3.3192193508148193
8849b54225417720f3eb,3.1761724948883057
a0ef5c59dc2e04a8227f,3.472602367401123
9cbb8f8b9b85b4ea12cc,3.2941930294036865
b7dda1219d73bb6052ab,3.2740626335144043
5667c0be63e1bccfabcb,3.241971969604492
0c049c825be79fbe455f,3.6051039695739746
46a3baab0bcb5614f371,3.5764787197113037
27067bf485dc55fffb9f,3.4465036392211914
4eab811eae008da7e033,3.3677377700805664
6a00afaa904f440e40f1,3.448376178741455
1fdfeac7960cb20a1be8,3.5691561698913574
b400c00cc2ec66605733,3.133113145828247
4fb6a61d2a2763cf63ea,3.115382194519043
ad260c19524b3ff27bff,3.337602138519287
9204bf1ce25122be996b,3.344536304473877
5a5ce86b24bfeee71941,3.632929801940918
7434208c8c1dfd130338,3.4438588619232178
8ade6f601a9ff85b018e,3.3088126182556152
ed8a7ac6f3a5cc948503,3.250964641571045
921ccf49fb22f524f1ba,3.404566764831543
a3fb51c7a4cde511bb07,3.6515848636627197
224d8ad3706004371745,3.553813934326172
381368270ce95cfe7137,3.0228958129882812
57e5ba403b1fa28a0f32,3.5814733505249023
4fa41199d9d7d06541f3,3.407703399658203
a431552bab12698c060b,3.760904312133789
6ea836e113481a6d31b4,3.400153636932373
177e7cc61a51c3423557,3.325410842895508
38c5f23ba5ab9af61ef0,3.462704658508301
c0ce617a369d73cd8287,3.32462477684021
363fdc4adf8c017134c3,3.3827710151672363
f5a99c3a428e4c8b8a2c,3.3105711936950684
9ee0c53bbf4725b7db16,3.4126522541046143
a920f1afa7eb4137afd4,3.119835376739502
a664e29517516a3c4f09,3.1011860370635986
ddd4817d64e4f293ab63,3.0496022701263428
a04dbefdee9ac7a1474e,3.468250274658203
39e121625eb22e9ba94f,3.561293363571167
0f75a0a58d362b6149b5,3.579477548599243
9b67634199dc5d079bcc,3.4524483680725098
bd8be77712babdf32d47,3.5376665592193604
49942f704cab223ad744,3.1064343452453613
f37b987c09fc29c371d7,3.4007718563079834
96f75c38590c7a634cd9,3.4722094535827637
14abdf42c752f895855a,3.5707767009735107
38778da38725c24e9847,3.3925564289093018
45ab8dec3b44b6a76c18,3.1720364093780518
a514d77d0fb6cd72628b,3.358279228210449
a894b013997dfa7e4b3d,3.4097537994384766
aa44ed5ec019ec5cc6cc,3.099245548248291
9e6ab71ff13cc711b6df,3.217411518096924
88ea1cfbfbfe7341d6a9,3.4982855319976807
36196544e7e856e4f03e,3.0507097244262695
eff414ce4de5a363c26e,3.488245964050293
da1e7a1c326ebb11f042,3.2389211654663086
1d7b89d433bb18d82a60,3.533792495727539
8fec54ea2a73f93c913c,3.242248058319092
ad790932568430fab70f,3.5273525714874268
f42d1caeed8abcbd79c9,3.793839931488037
bdb11c6c1308f6818ea1,3.233401298522949
78c52f9dcf16d7ef0310,3.4892349243164062
f89c0ea6409d7c84af57,3.3260607719421387
eef070082f73d708403b,3.136749505996704
8f1f8ffcd824d2406fe5,3.631892681121826
4c5ffed52f4b80c2ff6b,2.9712934494018555
9be047edc7b15263595e,3.4802181720733643
c32d20cbc794d1557be1,3.5100038051605225
77e2a12fad3580d54c29,3.163851022720337
46b37dda4230238ea4be,3.4197983741760254
9afffb2c06290031fbff,3.1812820434570312
6469f30a0e88f18dce5a,3.1702990531921387
b7c0edebd1477a321388,3.3462095260620117
30a47a2c33bed8d07e8f,2.9104557037353516
4120df246b4260a8664c,3.4356207847595215
8d84094153c2bd440420,3.1507179737091064
efee69d692718b4aac3b,3.2493531703948975
4b3c0b97b41e9ca6564e,3.5192244052886963
3c671cad5cdcedf4e17a,3.315338611602783
69a5e8d2d5d334efc966,3.4112155437469482
eedd7249ec50894fd6a2,3.146571159362793
17e1fe44e1e434acb53a,3.567021131515503
eb89c6c26f3fb8475a5a,3.7364449501037598
df653ebd6b8742c6d76e,3.418266534805298
c54c17d1037b611818a1,3.4165351390838623
c19e3c472048c98713dd,3.5963046550750732
e8e1866a8631bd3df2b3,3.4247424602508545
018e7fc065f7a259447e,3.421682596206665
f4c248938ecc564a6771,3.3255832195281982
6eca7ace99961972e701,3.574273109436035
cfe0a4015846c981c0fd,3.5174851417541504
54b6ae733b959e446880,3.560945510864258
a6587d41eb91ef44699d,3.316506862640381
5d7dfd30d947e9bf0a34,3.244915008544922
25aa8f34d21bf22eb1da,3.4995741844177246
dd5bcb9d623d160daf0c,3.3293297290802
bfe481414d45fd350119,3.385603666305542
ee47a4354776d45a6363,3.3279829025268555
b3e77ebec7658ba050b3,3.645789384841919
c85db3a03073ebf7a0fb,3.2338476181030273
fa79e24a5712fe3d63e1,3.113816976547241
6a9d2e6a225d33ee5d69,3.600921154022217
1f18f00013d278d5dd77,3.165620803833008
dd43f702747d83a73933,3.294989585876465
f01943e997c81974c55c,3.589905261993408
a4708466bb888bea4658,3.463789463043213
